-	( ͡° ͜ʖ ͡°)	-	none	-	-	-	-	-	-
-	(:	-	none	-	-	-	-	-	-
-	(=	-	none	-	-	-	-	-	-
-	)))	-	none	-	-	-	-	-	-
-	*_*	-	none	-	-	-	-	-	-
-	._.	-	none	-	-	-	-	-	-
-	:(	-	none	-	-	-	-	-	-
-	:)	-	none	-	-	-	-	-	-
-	:/	-	none	-	-	-	-	-	-
-	:3	-	none	-	-	-	-	-	-
-	:D	-	none	-	-	-	-	-	-
-	:E	-	none	-	-	-	-	-	-
-	:O	-	none	-	-	-	-	-	-
-	:P	-	none	-	-	-	-	-	-
-	:S	-	none	-	-	-	-	-	-
-	:o	-	none	-	-	-	-	-	-
-	;(	-	none	-	-	-	-	-	-
-	;)	-	none	-	-	-	-	-	-
-	;D	-	none	-	-	-	-	-	-
-	;_;	-	none	-	-	-	-	-	-
-	</3	-	none	-	-	-	-	-	-
-	<3	-	none	-	-	-	-	-	-
-	=)	-	none	-	-	-	-	-	-
-	=D	-	none	-	-	-	-	-	-
-	=O	-	none	-	-	-	-	-	-
-	=P	-	none	-	-	-	-	-	-
-	>:(	-	none	-	-	-	-	-	-
-	>:E	-	none	-	-	-	-	-	-
-	><	-	none	-	-	-	-	-	-
-	>_<	-	none	-	-	-	-	-	-
-	>_>	-	none	-	-	-	-	-	-
-	O_O	-	none	-	-	-	-	-	-
-	OwO	-	none	-	-	-	-	-	-
-	UwU	-	none	-	-	-	-	-	-
-	\o/	-	none	-	-	-	-	-	-
-	^.^	-	none	-	-	-	-	-	-
-	^^	-	none	-	-	-	-	-	-
-	^_^	-	none	-	-	-	-	-	-
-	^_~	-	none	-	-	-	-	-	-
-	`Д´	-	none	-	-	-	-	-	-
-	o_o	-	none	-	-	-	-	-	-
-	orz	-	none	-	-	-	-	-	-
-	owo	-	none	-	-	-	-	-	-
-	uwu	-	none	-	-	-	-	-	-
-	xD	-	none	-	-	-	-	-	-
-	¯\_(ツ)_/¯	-	none	-	-	-	-	-	-
-	͡° ͜ʖ ͡°	-	none	-	-	-	-	-	-
-	ಠ_ಠ	-	none	-	-	-	-	-	-
-	:-(	-	none	-	-	-	-	-	-
-	:-)	-	none	-	-	-	-	-	-
-	-_-	-	none	-	-	-	-	-	-
